"JUDET","CATEGORIE_NATIONALA","CATEGORIA_COMUNITARA","MARCA","DESCRIERE_COMERCIALA","TOTAL"
"ALBA","AUTOTURISM","M1","BENTLEY","CONTINENTAL FLYING SPUR","1"
"ALBA","AUTOTURISM","M1","BENTLEY","CONTINENTAL GT","1"
"ALBA","AUTOTURISM","M1","BENTLEY","CONTINENTAL GT V8","1"
"ALBA","AUTOTURISM","M1","BENTLEY","","1"
"ALBA","AUTOTURISM","M1","BINZ","","1"
"ALBA","AUTOTURISM","M1","BMW","M5","1"
"ALBA","AUTOTURISM","M1","BMW","XDRIVE20D","1"
"ALBA","AUTOTURISM","M1","BMW","X1","1"
"ALBA","AUTOTURISM","M1","BMW","X1 XDRIVE 18D","2"
"ALBA","AUTOTURISM","M1","BMW","X1 XDRIVE 20D","2"
"ALBA","AUTOTURISM","M1","BMW","X1 XDRIVE18D","1"
"ALBA","AUTOTURISM","M1","BMW","X1 XDRIVE20D","1"
"ALBA","AUTOTURISM","M1","BMW","X3","1"
"ALBA","AUTOTURISM","M1","BMW","X3 XDRIVE20D","8"
"ALBA","AUTOTURISM","M1","BMW","Z3","1"
"ALBA","AUTOTURISM","M1","BMW","Z4","1"
"ALBA","AUTOTURISM","M1","BMW","116 I","2"
"ALBA","AUTOTURISM","M1","BMW","116I","3"
"ALBA","AUTOTURISM","M1","BMW","118 D","5"
"ALBA","AUTOTURISM","M1","BMW","118 I","1"
"ALBA","AUTOTURISM","M1","BMW","118D","9"
"ALBA","AUTOTURISM","M1","BMW","118I","2"
"ALBA","AUTOTURISM","M1","BMW","120 D","2"
"ALBA","AUTOTURISM","M1","BMW","120D","4"
"ALBA","AUTOTURISM","M1","BMW","123 D","1"
"ALBA","AUTOTURISM","M1","BMW","316","23"
"ALBA","AUTOTURISM","M1","BMW","316 I","31"
"ALBA","AUTOTURISM","M1","BMW","316D","4"
"ALBA","AUTOTURISM","M1","BMW","316I","255"
"ALBA","AUTOTURISM","M1","BMW","316I COMPACT","3"
"ALBA","AUTOTURISM","M1","BMW","316I TOURING","1"
"ALBA","AUTOTURISM","M1","BMW","316IA","1"
"ALBA","AUTOTURISM","M1","BMW","316TI","8"
"ALBA","AUTOTURISM","M1","BMW","318","43"
"ALBA","AUTOTURISM","M1","BMW","318 CI","1"
"ALBA","AUTOTURISM","M1","BMW","318 D","10"
"ALBA","AUTOTURISM","M1","BMW","318 D TURING","1"
"ALBA","AUTOTURISM","M1","BMW","318 I","44"
"ALBA","AUTOTURISM","M1","BMW","318 IS","2"
"ALBA","AUTOTURISM","M1","BMW","318 TDS","19"
"ALBA","AUTOTURISM","M1","BMW","318 TI","2"
"ALBA","AUTOTURISM","M1","BMW","318CI","1"
"ALBA","AUTOTURISM","M1","BMW","318D","59"
"ALBA","AUTOTURISM","M1","BMW","318D TOURING","1"
"ALBA","AUTOTURISM","M1","BMW","318I","146"
"ALBA","AUTOTURISM","M1","BMW","318I TOURING","1"
"ALBA","AUTOTURISM","M1","BMW","318IS","7"
"ALBA","AUTOTURISM","M1","BMW","318TD","1"
"ALBA","AUTOTURISM","M1","BMW","318TDS","16"
"ALBA","AUTOTURISM","M1","BMW","318TI","4"
"ALBA","AUTOTURISM","M1","BMW","318TI COMPACT","1"
"ALBA","AUTOTURISM","M1","BMW","320","36"
"ALBA","AUTOTURISM","M1","BMW","320 CI","2"
"ALBA","AUTOTURISM","M1","BMW","320 D","101"
"ALBA","AUTOTURISM","M1","BMW","320 D TOURING","26"
"ALBA","AUTOTURISM","M1","BMW","320 I","5"
"ALBA","AUTOTURISM","M1","BMW","320 TD","1"
"ALBA","AUTOTURISM","M1","BMW","320CD","6"
"ALBA","AUTOTURISM","M1","BMW","320CI","5"
"ALBA","AUTOTURISM","M1","BMW","320D","278"
"ALBA","AUTOTURISM","M1","BMW","320D TOURING","8"
"ALBA","AUTOTURISM","M1","BMW","320D XDRIVE","2"
"ALBA","AUTOTURISM","M1","BMW","320I","32"
"ALBA","AUTOTURISM","M1","BMW","320TD","1"
"ALBA","AUTOTURISM","M1","BMW","323CI","1"
"ALBA","AUTOTURISM","M1","BMW","323I","5"
"ALBA","AUTOTURISM","M1","BMW","324 D","1"
"ALBA","AUTOTURISM","M1","BMW","324 TD","1"
"ALBA","AUTOTURISM","M1","BMW","325","1"
"ALBA","AUTOTURISM","M1","BMW","325 I","1"
"ALBA","AUTOTURISM","M1","BMW","325 TDS","1"
"ALBA","AUTOTURISM","M1","BMW","325CI","1"
"ALBA","AUTOTURISM","M1","BMW","325E","1"
"ALBA","AUTOTURISM","M1","BMW","325I","1"
"ALBA","AUTOTURISM","M1","BMW","325IA","1"
"ALBA","AUTOTURISM","M1","BMW","325TD","4"
"ALBA","AUTOTURISM","M1","BMW","325TDS","1"
"ALBA","AUTOTURISM","M1","BMW","325XI","1"
"ALBA","AUTOTURISM","M1","BMW","330 XD","1"
"ALBA","AUTOTURISM","M1","BMW","330CI","1"
"ALBA","AUTOTURISM","M1","BMW","330D","3"
"ALBA","AUTOTURISM","M1","BMW","330I","4"
"ALBA","AUTOTURISM","M1","BMW","330XD","5"
"ALBA","AUTOTURISM","M1","BMW","330XI","1"
"ALBA","AUTOTURISM","M1","BMW","335D","1"
"ALBA","AUTOTURISM","M1","BMW","335I","1"
"ALBA","AUTOTURISM","M1","BMW","518I","2"
"ALBA","AUTOTURISM","M1","BMW","520","13"
"ALBA","AUTOTURISM","M1","BMW","520 D","33"
"ALBA","AUTOTURISM","M1","BMW","520 I","3"
"ALBA","AUTOTURISM","M1","BMW","520D","45"
"ALBA","AUTOTURISM","M1","BMW","520I","35"
"ALBA","AUTOTURISM","M1","BMW","520IA","1"
"ALBA","AUTOTURISM","M1","BMW","523I","3"
"ALBA","AUTOTURISM","M1","BMW","524","1"
"ALBA","AUTOTURISM","M1","BMW","524 TD","1"
"ALBA","AUTOTURISM","M1","BMW","525","40"
"ALBA","AUTOTURISM","M1","BMW","525 D","14"
"ALBA","AUTOTURISM","M1","BMW","525 DA","1"
"ALBA","AUTOTURISM","M1","BMW","525 TD","2"
"ALBA","AUTOTURISM","M1","BMW","525 TDS","16"
"ALBA","AUTOTURISM","M1","BMW","525 XDRIVE","1"
"ALBA","AUTOTURISM","M1","BMW","525D","19"
"ALBA","AUTOTURISM","M1","BMW","525D TOURING","4"
"ALBA","AUTOTURISM","M1","BMW","525I","7"
"ALBA","AUTOTURISM","M1","BMW","525TD","1"
"ALBA","AUTOTURISM","M1","BMW","525TDS","8"
"ALBA","AUTOTURISM","M1","BMW","525XD","2"
"ALBA","AUTOTURISM","M1","BMW","528 I","1"
"ALBA","AUTOTURISM","M1","BMW","528I","1"
"ALBA","AUTOTURISM","M1","BMW","530","3"
"ALBA","AUTOTURISM","M1","BMW","530 D","13"
"ALBA","AUTOTURISM","M1","BMW","530D","15"
"ALBA","AUTOTURISM","M1","BMW","530DA","1"
"ALBA","AUTOTURISM","M1","BMW","530I","1"
"ALBA","AUTOTURISM","M1","BMW","530XD","6"
"ALBA","AUTOTURISM","M1","BMW","530XI","1"
"ALBA","AUTOTURISM","M1","BMW","535 D","3"
"ALBA","AUTOTURISM","M1","BMW","535 D TOURING","1"
"ALBA","AUTOTURISM","M1","BMW","535I","1"
